symbol,timeframe,coverage_status,ready_for_daily_test,lineage,cache_path,cache_start,cache_end,row_count,coverage_reason
LQD,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_LQD_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3980,覆盖目标窗口。
LQD,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_LQD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
LQD,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_LQD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
LQD,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_LQD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
LQD,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_LQD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
EEM,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_EEM_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3980,覆盖目标窗口。
EEM,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_EEM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
EEM,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_EEM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
EEM,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_EEM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
EEM,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_EEM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
EFA,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_EFA_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3979,覆盖目标窗口。
EFA,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_EFA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
EFA,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_EFA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
EFA,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_EFA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
EFA,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_EFA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ARKK,1d,complete_from_first_available_bar,true,native_daily_cache,local_data/longbridge_history/us_ARKK_1d_2010-06-29_2026-04-27_longbridge.csv,2014-10-31,2026-04-27,2877,已从目标起点请求，首根K线晚于目标起点，视作上市/数据起点较晚。
ARKK,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_ARKK_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ARKK,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_ARKK_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
ARKK,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_ARKK_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ARKK,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_ARKK_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AAPL,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_AAPL_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
AAPL,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_AAPL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AAPL,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_AAPL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
AAPL,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AAPL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AAPL,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AAPL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
MSFT,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_MSFT_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
MSFT,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_MSFT_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
MSFT,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_MSFT_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
MSFT,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_MSFT_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
MSFT,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_MSFT_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
NVDA,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_NVDA_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
NVDA,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_NVDA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
NVDA,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_NVDA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
NVDA,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_NVDA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
NVDA,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_NVDA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AMZN,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_AMZN_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
AMZN,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_AMZN_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AMZN,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_AMZN_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
AMZN,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AMZN_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AMZN,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AMZN_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
GOOGL,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_GOOGL_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
GOOGL,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_GOOGL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
GOOGL,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_GOOGL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
GOOGL,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_GOOGL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
GOOGL,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_GOOGL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
GOOG,1d,complete_from_first_available_bar,true,native_daily_cache,local_data/longbridge_history/us_GOOG_1d_2010-06-29_2026-04-27_longbridge.csv,2014-03-27,2026-04-27,3039,已从目标起点请求，首根K线晚于目标起点，视作上市/数据起点较晚。
GOOG,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_GOOG_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
GOOG,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_GOOG_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
GOOG,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_GOOG_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
GOOG,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_GOOG_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
META,1d,complete_from_first_available_bar,true,native_daily_cache,local_data/longbridge_history/us_META_1d_2010-06-29_2026-04-27_longbridge.csv,2012-05-18,2026-04-27,3504,已从目标起点请求，首根K线晚于目标起点，视作上市/数据起点较晚。
META,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_META_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
META,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_META_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
META,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_META_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
META,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_META_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
TSLA,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_TSLA_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
TSLA,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_TSLA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
TSLA,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_TSLA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
TSLA,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_TSLA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
TSLA,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_TSLA_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AVGO,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_AVGO_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
AVGO,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_AVGO_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AVGO,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_AVGO_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
AVGO,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AVGO_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AVGO,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AVGO_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AMD,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_AMD_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
AMD,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_AMD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AMD,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_AMD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
AMD,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AMD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
AMD,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_AMD_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
INTC,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_INTC_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
INTC,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_INTC_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
INTC,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_INTC_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
INTC,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_INTC_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
INTC,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_INTC_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
MU,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_MU_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
MU,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_MU_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
MU,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_MU_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
MU,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_MU_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
MU,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_MU_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
QCOM,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_QCOM_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
QCOM,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_QCOM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
QCOM,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_QCOM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
QCOM,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_QCOM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
QCOM,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_QCOM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ORCL,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_ORCL_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3980,覆盖目标窗口。
ORCL,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_ORCL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ORCL,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_ORCL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
ORCL,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_ORCL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ORCL,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_ORCL_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
CRM,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_CRM_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3980,覆盖目标窗口。
CRM,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_CRM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
CRM,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_CRM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
CRM,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_CRM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
CRM,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_CRM_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ADBE,1d,complete_for_target_window,true,native_daily_cache,local_data/longbridge_history/us_ADBE_1d_2010-06-29_2026-04-27_longbridge.csv,2010-06-29,2026-04-27,3981,覆盖目标窗口。
ADBE,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_ADBE_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ADBE,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_ADBE_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
ADBE,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_ADBE_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
ADBE,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_ADBE_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
NOW,1d,complete_from_first_available_bar,true,native_daily_cache,local_data/longbridge_history/us_NOW_1d_2010-06-29_2026-04-27_longbridge.csv,2012-06-29,2026-04-27,3473,已从目标起点请求，首根K线晚于目标起点，视作上市/数据起点较晚。
NOW,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_NOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
NOW,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_NOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
NOW,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_NOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
NOW,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_NOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
SNOW,1d,complete_from_first_available_bar,true,native_daily_cache,local_data/longbridge_history/us_SNOW_1d_2010-06-29_2026-04-27_longbridge.csv,2020-09-16,2026-04-27,1407,已从目标起点请求，首根K线晚于目标起点，视作上市/数据起点较晚。
SNOW,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_SNOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
SNOW,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_SNOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
SNOW,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_SNOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
SNOW,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_SNOW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
PLTR,1d,complete_from_first_available_bar,true,native_daily_cache,local_data/longbridge_history/us_PLTR_1d_2010-06-29_2026-04-27_longbridge.csv,2020-09-30,2026-04-27,1397,已从目标起点请求，首根K线晚于目标起点，视作上市/数据起点较晚。
PLTR,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_PLTR_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
PLTR,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_PLTR_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
PLTR,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_PLTR_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
PLTR,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_PLTR_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
PANW,1d,complete_from_first_available_bar,true,native_daily_cache,local_data/longbridge_history/us_PANW_1d_2010-06-29_2026-04-27_longbridge.csv,2012-07-20,2026-04-27,3459,已从目标起点请求，首根K线晚于目标起点，视作上市/数据起点较晚。
PANW,5m_current,complete_for_target_window,true,native_current_session_5m_cache,local_data/longbridge_intraday/us_PANW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
PANW,5m_full_target,start_after_target_or_availability_gap,false,native_full_5m_cache,local_data/longbridge_intraday/us_PANW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,缓存起点晚于目标起点，尚未确认是上市较晚还是缺口。
PANW,15m_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_PANW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
PANW,1h_current,complete_for_target_window,true,derived_from_5m_current,local_data/longbridge_intraday/us_PANW_5m_2026-04-27_2026-04-27_longbridge.csv,2026-04-27,2026-04-27,78,覆盖目标窗口。
